,content_id,content,subject,sentiment_value,sentiment_word
534,Wkqp0IB9wtDSZJid,油耗这么低啊，这可是2.5，四个挡的车啊，要是真的这么低要下也挺好，听说斯巴鲁的发动机可靠性非常好。,动力,1,非常好
535,UdLqbwmDE8sFRZ4k,主要看上森的水平对置发动机和空间，看这价格真比不了杠五。    ,动力,1,
536,UdLqbwmDE8sFRZ4k,主要看上森的水平对置发动机和空间，看这价格真比不了杠五。    ,空间,1,
547,2lJ1YfzWQGFuaxBA,5个大人，体重平均150多，高速正常行驶，也有行驶缓慢时，油耗确实不高,动力,1,
548,2lJ1YfzWQGFuaxBA,5个大人，体重平均150多，高速正常行驶，也有行驶缓慢时，油耗确实不高,油耗,1,
574,BHzNUlwXM1PgmOxv,我刚买了12款森林人，6年车，9万公里，2.5豪华版，13万。今天开了一下，动力够，但油耗在11个五左右，不知正常否？,动力,1,够
581,5NJG0U4kFBELjfa8,我今年情人节提车2.5尊贵导航。。适用。。性价比不高，省油。空间大，开着舒服，隔音不差也不好 音响蓝牙播放无损也不错。。。。。。最近正考虑升级音响和机头   ,空间,1,大
601,u4wj1hcpS0b5z6Ll,造不造假不知道，我的森林人3年了8万多公里。动力质量还杠杠的,动力,1,杠杠的
606,VvNXS47Zz9bqG2EB,你们别说我，我怎么觉得挺好看……,外观,1,好看
630,Ddq5i8WUb2x1weoF,我的这个位置不一样但是差别不大。但是有其他地方偏差大的。开过不少车，我发现车子这种大件不能用工艺品的眼光去审视。豪华品牌之所以豪华就是这种细节做的漂亮，价格也漂亮。 森林人还是属于破破的那类车，我只是觉得开起来爽所以超喜欢，其他好像都破破烂烂的,动力,1,开着爽
662,itXW0wAa75pvyJVY,我也在纠结是不是要提18款顶配。很是喜欢运动版的前脸和es……就是真的太贵了。原想27万不算牌照上路的。选顶配得多个五六万……,外观,1,喜欢
670,8RBaKdC7PGogSHMJ,雷车，性价比高，内饰做工好，想当年要是预算够了我会买nx,内饰,1,做工好
672,7PXlnbqiyrKx1C58,上个礼拜天，刚和朋友提的途观L330豪华版。裸车24.5。不错，空间挺大。不过，我还是喜欢森林人，稳，开着爽。和朋友开车驾驶习惯不同,动力,1,爽
677,elxQbAZv8DLPa07T,还好3月份收了台蓝色的  开了大半年动力杠杠的！温州收的！ 浙C......,动力,1,杠杠的
713,4cY5QyGHKZJlEs2f,果然对斯巴鲁稳健操控性能好感马上就来了。,操控,1,好感
714,aA4NLy8uUovHhMgw,特别迷恋啊，过来支持斯巴鲁外观轮廓。,外观,1,特别迷恋
719,Nu2SZbd18HsLOQPF,GT30就免了吧！那噪音不小啊！且衰减快，3000左右吧！动力方面还不错，我用过两次！之后想都没有想过“她”了     ,动力,1,还不错
804,LilGFgvr936wpWyP,电动尾门有的呀，出风口第一排座椅下，没坐过后排还不知道制冷差多少，不过空调很牛逼了。全车除了那个中控台是坨屎外，都挺好    ,舒适性,1,空调很牛逼
816,COTSc8jdsrn4xiB2,我昨天刚提2.0森林人，没上高速，但动力比我之前的车好很很多，之前是1.4polo,动力,1,好很很多
830,bOcxUzdVkeWJDE9I,质量可靠性都不差，森林人的隐患就是烧机油。但是森林人比楼兰低半个级别，空间，内饰，舒适静音各方面都不如楼兰，性价比实在不咋地。唯一的优势是操控和四驱能力，对你来说，上下班代步，森林人的优势你根本用不上   ,操控,1,优势
844,0J1IkR8cGue4MBmQ,一直都很好看 就是性价比不高 贵了,外观,1,好看
895,YaQWVJXq54cv9rT3,我是9月底提的2．0，跑了5千多公里了，动力完全够用，当时也准备买2.5的，现车没有白色，所以买的2.0，相信我，没错，明年准备进藏！    ,动力,1,完全够用
904,KogfcpkZ1YvXsRLM,K5轮毂，屌丝气质，但目前这车内饰空间是我坐进去最放松的，没有之一，就是2T太贵了太贵了太贵了,内饰,1,坐进去最放松的
905,KogfcpkZ1YvXsRLM,K5轮毂，屌丝气质，但目前这车内饰空间是我坐进去最放松的，没有之一，就是2T太贵了太贵了太贵了,空间,1,坐进去最放松的
950,S9odOTjlw0M5A3Wt,我有一辆10年的2.5豪华导航版的。一点问题都没有阿。,配置,1,一点问题都没有
998,kyTm6Cv4QarHc1WD,我觉得森林人可以了，底盘算是兼顾了操控和舒适性！你去试试欧蓝德，操控不行，底盘还硬,操控,1,可以
999,kyTm6Cv4QarHc1WD,我觉得森林人可以了，底盘算是兼顾了操控和舒适性！你去试试欧蓝德，操控不行，底盘还硬,舒适性,1,可以
1003,WPLv2wTS5mcbAyqC,起步有点顿 开起来动力可以 上八十没感觉,动力,1,可以
1017,IlutGLQ9TeNXsRrm,嗯??，我开的比你少，市区开开还是不错的，操控不错    ,操控,1,不错
1036,Vbjh0M6rO4dTKJWm,森林人，听这名字都不像让你舒坦的车，说实话，这车只适合喜欢操控的驾驶者，舒适性那就别想了,操控,1,喜欢
1048,x3wUVhFK9uo7MpRJ,09年2.5T(SH9)飘过，没发现机油消耗过大，这车啥都好，开上了就上瘾）,动力,1,啥都好
1068,i4wo6usMqzCZcA75,看来看去还是咱的小森好看，开了一年都没有啥问题。,外观,1,好看
1094,VJ0qUPfp3mybKs9X,同是五座，但空间更大也算小换大了，我更懒，提车也没写作业 。,空间,1,大
1153,TxjOXns0GMKCplqv,不黑不吹 XT的动力优势 2.5的不能比拟 ，翻爬折多山（海拔4300）XT全程D档，2.5尊贵 必须手动1档。   ,动力,1,不能比拟
1202,cpWDZFJ9yVnvlLqU,想买森林人就2.0T的，动力比2.5好很多，我就是2.0手动换2.0T的，超车和攀爬陡坡那个爽，2.5的不能比。   ,动力,1,爽
1314,IsdMHpBZ0SYPygi1,我当初也是这两辆车在选，先定了傲虎，然后第二天改成了森其实傲虎比森油门响应快，门和高速过弯没感觉又多大差别，应该差不多，傲虎隔音内饰要比森好点～eyesight很有用，建议有条件一定要上！但是森的视野太爽了，老婆开过念念不忘，家里第二台车，也不是太在意空间，所以第二天就改成森了……,舒适性,1,好
1316,IsdMHpBZ0SYPygi1,我当初也是这两辆车在选，先定了傲虎，然后第二天改成了森其实傲虎比森油门响应快，门和高速过弯没感觉又多大差别，应该差不多，傲虎隔音内饰要比森好点～eyesight很有用，建议有条件一定要上！但是森的视野太爽了，老婆开过念念不忘，家里第二台车，也不是太在意空间，所以第二天就改成森了……,内饰,1,好
1321,OLk86AxvWb2IMX4y,我在买森林人之前也是考虑了Q3  觉得外观好看，质量也是杠杠的 而且也是知名品牌，最后还是感觉空间小，维修保养也不划算，虽然森林人维修也贵，但驾驶感觉是没得比啊,外观,1,好看
1323,IbheRGV6HuNCLStT,这俩车取向完全不一样。买森林人的基本不怎么会买奇骏的吧，反之亦然。我觉得奇骏作为家用车真的挺不错的，空间大，舒服，动力不差，四驱在城市SUV中算好的，真的是很适宜的一部车。   ,空间,1,大
1324,IbheRGV6HuNCLStT,这俩车取向完全不一样。买森林人的基本不怎么会买奇骏的吧，反之亦然。我觉得奇骏作为家用车真的挺不错的，空间大，舒服，动力不差，四驱在城市SUV中算好的，真的是很适宜的一部车。   ,舒适性,1,舒服
1325,IbheRGV6HuNCLStT,这俩车取向完全不一样。买森林人的基本不怎么会买奇骏的吧，反之亦然。我觉得奇骏作为家用车真的挺不错的，空间大，舒服，动力不差，四驱在城市SUV中算好的，真的是很适宜的一部车。   ,动力,1,不差
1326,jfOndsE8QPZXul7V,奇骏空间大舒适性好配置高，还有一定的脱困能力，确实适合家用，性价比高。,空间,1,大 
1327,jfOndsE8QPZXul7V,奇骏空间大舒适性好配置高，还有一定的脱困能力，确实适合家用，性价比高。,舒适性,1,好
1328,jfOndsE8QPZXul7V,奇骏空间大舒适性好配置高，还有一定的脱困能力，确实适合家用，性价比高。,配置,1,高
1329,mqFTdsbjxhoBC0VX,森林人比XV除了空间大以外还有那些区别？还有你说的小毛病指的是什么啊？在考虑这两个哪个好！    ,空间,1,大
1333,kYTvn2iCdBmr4uXy,网上看下汉兰达爬坡门，就知道该选哪个车。汉兰达比较均衡，除了空间大基本没啥特点。森林人个性特点明显。,空间,1,大
1334,NxqA1PTglILbJRBH,买车的时候汉兰达四豪是第一选择，空间大，操控性中等，比较均衡，但加价提车让人太太太反感。森是偶尔路过看到，空间不小，操控性好，视野通透，2.5动力也足够。如果对加价不敏感建议等汉兰达，如果想自己开着舒服可以考虑森。或者去看看科迪亚克（没试驾过，不发表意见）,空间,1,大
1338,HmQF6KOEoDa5IBqZ,如果汉兰达不加价，不实行SB的饥渴营销，我就买了。现在想想幸好没买，一是七座用处并不大，二是城市驾驶森林人要爽太多，三是找停车位时少很多麻烦，四是经常自驾游森林人是最好的选择，五是操控、四驱、通过性汉兰达无法和森比。虽然汉兰达的内饰做工、空间舒适、保值耐用、综合性价高等优点也是森林人无法相比的，但这些都掩盖不了森的主要优点，还是森林人适合我。,内饰,1,保值耐用
1339,HmQF6KOEoDa5IBqZ,如果汉兰达不加价，不实行SB的饥渴营销，我就买了。现在想想幸好没买，一是七座用处并不大，二是城市驾驶森林人要爽太多，三是找停车位时少很多麻烦，四是经常自驾游森林人是最好的选择，五是操控、四驱、通过性汉兰达无法和森比。虽然汉兰达的内饰做工、空间舒适、保值耐用、综合性价高等优点也是森林人无法相比的，但这些都掩盖不了森的主要优点，还是森林人适合我。,舒适性,1,空间舒适
1342,JBtYxcFrkHyZiSDI,进口的不知道，途观L的配置和空间倒是相当出色，只是接近角和离去角弱于森林人    ,配置,1,出色
1343,JBtYxcFrkHyZiSDI,进口的不知道，途观L的配置和空间倒是相当出色，只是接近角和离去角弱于森林人    ,空间,1,出色
1346,c9C4rWOj8ifSmUA3,配4AT的森林人可以算是越野车，升级换代后配了CVT的森林人就只能算是SUV。这话真精辟   我只想说花20大几万买台cvt的suv。真心叫厂家不太厚道了。以前森林人这个价位没有太多竞争对手。现在不如考虑那些八速自动的车型。反正都是suv，加速快，四驱有，省油，空间比森林人大的多。森林人以后不改款真心没销量。醒醒吧斯巴鲁。该好好玩性能车不好好玩。非要玩cvt    ,油耗,1,省油
1347,c9C4rWOj8ifSmUA3,配4AT的森林人可以算是越野车，升级换代后配了CVT的森林人就只能算是SUV。这话真精辟   我只想说花20大几万买台cvt的suv。真心叫厂家不太厚道了。以前森林人这个价位没有太多竞争对手。现在不如考虑那些八速自动的车型。反正都是suv，加速快，四驱有，省油，空间比森林人大的多。森林人以后不改款真心没销量。醒醒吧斯巴鲁。该好好玩性能车不好好玩。非要玩cvt    ,动力,1,加速快
1348,c9C4rWOj8ifSmUA3,配4AT的森林人可以算是越野车，升级换代后配了CVT的森林人就只能算是SUV。这话真精辟   我只想说花20大几万买台cvt的suv。真心叫厂家不太厚道了。以前森林人这个价位没有太多竞争对手。现在不如考虑那些八速自动的车型。反正都是suv，加速快，四驱有，省油，空间比森林人大的多。森林人以后不改款真心没销量。醒醒吧斯巴鲁。该好好玩性能车不好好玩。非要玩cvt    ,空间,1,大
1349,IFRGBJiaKeykplWz,后排空间是个杀手锏。看看选择吧,空间,1,杀手锏
1351,yFL4awOh7QMosZ2i,楼主帖子好像在指南者也发过。 我回复了一下我的看法。后排空间两车本差别没这么大，但指南者后排座椅特别宽，因此后排空间指南者显得更小。对越野有个硬指标攀爬比，两者攀爬比无法比较，还有接近角离去角指南者大， 其余森林人完胜。森林人的攀爬能力也不错，有测试资料说极限是35度，我试驾过33度土坡，不用冲坡就上顶了。,动力,1,不错
1352,Iet1yswVLNoD7pM0,除非能解决充电问题，不然我暂时不考虑电动车，我们小区有两辆特斯拉，一辆MODEL S75 一辆MODEL X。长途是个大问题，充电桩按在车库里，可是高速续航很尴尬。我建议您如果一家老小的话，可以考虑傲虎，我记得傲虎装了鹰眼。非常不错的安全配制，也可以再等等，等XC60 雷神上市，那个就是真正的安全放在首位的车，当然空间没有傲虎大，傲虎的后排以及后备箱那是真的大~！！！   ,安全性,1,不错
1353,Iet1yswVLNoD7pM0,除非能解决充电问题，不然我暂时不考虑电动车，我们小区有两辆特斯拉，一辆MODEL S75 一辆MODEL X。长途是个大问题，充电桩按在车库里，可是高速续航很尴尬。我建议您如果一家老小的话，可以考虑傲虎，我记得傲虎装了鹰眼。非常不错的安全配制，也可以再等等，等XC60 雷神上市，那个就是真正的安全放在首位的车，当然空间没有傲虎大，傲虎的后排以及后备箱那是真的大~！！！   ,空间,1,大
1360,p8NQmMkiBH3nWgRD,探界者如果不注重内饰材质的话可以考虑，动力好，配置高，空间大，但是内饰全塑料。    ,动力,1,好
1361,p8NQmMkiBH3nWgRD,探界者如果不注重内饰材质的话可以考虑，动力好，配置高，空间大，但是内饰全塑料。    ,配置,1,高
1362,p8NQmMkiBH3nWgRD,探界者如果不注重内饰材质的话可以考虑，动力好，配置高，空间大，但是内饰全塑料。    ,空间,1,大
1364,RBtJIyiqs8UZbvAC,等新crv上市再考虑买不买！现款太难看空间感觉比森稍大一点,空间,1,大
1365,L7zsZyHWkp0cV2CJ,既然开马自达肯定、必须是xt啊，汉兰达空间却是不错但是开起来实在是......,空间,1,不错
1367,aDL3IzPOlRG19jkF,RAV42.5，比奇骏后排空间大，操控比奇骏好,空间,1,大
1368,aDL3IzPOlRG19jkF,RAV42.5，比奇骏后排空间大，操控比奇骏好,操控,1,好
1369,viNQ1qhH4xwZuVWU,xt啊，又灵活，又有动力，还能轻度越野，汉兰达除了空间大点没有啥了，那么大，停车不方便,动力,1,有动力
1370,viNQ1qhH4xwZuVWU,xt啊，又灵活，又有动力，还能轻度越野，汉兰达除了空间大点没有啥了，那么大，停车不方便,空间,1,大
1376,69v70lwAejGJBtUf,那车辆的性能配置太高了,配置,1,高
1379,yBczdNFpVAGXfJgj,原来我也想买发现神行的，觉得外观好看，品牌过硬。但据反映小毛病多，而且比森林人贵不少，最低配置根本看不上眼，全时四驱也不如森林人。所以实惠点还是森林人，要地道点的路虎得顶配级别的，这价格就差别大了。,外观,1, 好看
1385,u1GQfPsFqOXzjdhR,没有别的意思，只是这个价位基本该有的东西都有了，性价比蛮高的，希望森林人以后再丰富些基础配置，别的不说加个后排出风口，日行灯，把个山寨导航换个正常点的，这是些很基础的配置，不为过吧,价格,1,性价比高
1387,AglCNILGcW7rje01,比较了很多车，森林人在我的承受范围内是最满意的，我喜欢简单的内饰，不喜欢太多无用的配置，全时四驱非常符合我的要求，开了一年了，挺好的。就是纳闷为什么斯巴鲁销量那么低，我们这里却很多开的，我们小区就有七八辆。,内饰,1,喜欢
1389,AglCNILGcW7rje01,比较了很多车，森林人在我的承受范围内是最满意的，我喜欢简单的内饰，不喜欢太多无用的配置，全时四驱非常符合我的要求，开了一年了，挺好的。就是纳闷为什么斯巴鲁销量那么低，我们这里却很多开的，我们小区就有七八辆。,操控,1,符合
1390,aLUsTDqeyWOZ5XKw,据说14款以后烧机油的问题改观不少，漏油的应该不多，拉缸那是个人问题了，保养和同价位车比起来不贵，但是配置不高，隔音不好而且偶有异响，如果有强迫症的还是慎重。    ,动力,1,改观不少
1394,UdNmybRasK0ofetw,这个还真不太懂，都是从事多年改日系车的朋友建议的，不下赛道这个配置已经是顶级了，再贵的他说没必要，现在的轮毂和轮胎也用不到    ,配置,1,顶级
