,content_id,content,subject,sentiment_value,sentiment_word
120,IHC1TMq2JQjYEOex,初看以为是中国有柴油版手动森林人呢。吓我一跳，原来是外国，油耗确实很低，怎么做到的？路况很好吗？还是基本都是长途？我的纯市区和两公里内短途。油耗9点4。,油耗,0,
121,WZYXyAc03nGjCTIU,我的09款手动，最低油耗在6升油。国道60时速最省油，你的5点2，难道说柴油比汽油省油的缘故，好羡慕你能生活在荷兰这样的发达国家。很有优越感吧？是留学还是定居？    ,油耗,0,
122,bCfnu0MYJyshZDGI,楼主，我的09款手动，最低油耗在6升油。国道60时速最省油，你的5点2，难道说柴油比汽油省油的缘故，好羡慕你能生活在荷兰这样的发达国家。很有优越感吧？是留学还是定居？    ,油耗,0,
123,3FpZILeG6cQBfjtT,2.5豪    原加93   现加95 没感觉有啥特别的差别 就是油耗高了。仅供参考。,油耗,0,没感觉
124,NQg1SB057xYsmpXv,一样的，高速上120 140 160满载的情况油耗上9个很正常，我的跑了3000多高速好不容易才降到8.6，以前一直在8.2---8.4之间。,油耗,0,
125,vdPqwZmS0JQ3xhFB,我6挡手动，感觉80最省油    ,油耗,0,
126,vGoJPk4rwCBm2SAQ,市区平均20多点，油耗11.5,油耗,0,
127,Q0sNvIqyX3947hx8,2.0老森高速最省油的时速100-110，7.6左右，120就要8.3,油耗,0,
128,zj3KESwUepGMoiIk,手动6档80迈。省油罡刚的。,油耗,0,
129,GWFzZ7NtbpMTSc1l,是80，其实60的油耗和80差不多，只不过80是又快又省的最高速度了。,油耗,0,差不多
131,L8G5euqvwiYQSgVy,我是山东人，现在油耗降到9.6了，以前加的都是98号，现在开始加95号汽油了。98号汽油更换成95号，没发现明显差别。,油耗,0,
135,hiRBxzXvFfKI2y85,用过两款减震机了，CUSCO、RSR，目前觉得还是原厂最舒适。,舒适性,0,原厂
136,vRAztNshlaSWYOxd,这车就这样，蹦蹦嗒嗒的。估计lz以前开的车舒适性不错才有这样感觉。,舒适性,0,
137,eLmSiqv06pfNr2V4,看你的需求，米胖子应该比较适合你，安静舒适,舒适性,0,
138,cQVS2zpOjEqKmiGI,咱俩只差一个月我刚跑了15000 去这些地方开着感觉咋样？顺便问你一下你的空调出风口有没有坏？或者听说别人是否有坏的,舒适性,0,空调
139,g8Uw2noap6TfVKhP,有时候如果熄火前没有关空调制冷压缩机，启动的时候压缩机会自动启动，发出类似阀门开起的那种声音，不晓得是不是你听到的那种,舒适性,0,空调
140,hpyl7WjQKofXq8dg,不开空调默认是开打外循环的，要打开内循环可以不用开空调，直接按空调控制上的内循环开关就可以了，这时空调显示屏上没有温度等信息，只有一个回绕的小箭头汽车图标。,舒适性,0,空调
141,g4OUT0dnBGVJ9qX6,冷空调开起来都是后面先凉。    ,舒适性,0,空调
145,BDnNpjZfhkA09V2I,除了内饰差点，贵点，其他还好,内饰,0,还好
152,dTXcunlKzZbi0I14,建议去4S弄吧，这个是一整块的，从座椅靠背旁边容易裂开的那里一直到后面，自己弄弄不好异响更多。,内饰,0,
153,98EpFfna2PSyeigo,没有必要，只想要原装电动座椅    ,内饰,0,
154,1p4rdLHQNRX6s2gk,请问后排座椅靠背的角度可调吗   ,内饰,0,
155,h0CfHRSu6QPn7rZx,后加的腰部支撑支持座椅记忆吗？    ,内饰,0,
157,ArG74M0Vvp3ykfLl,有人追求安全可靠抵达，有人追求比赛刺激，需求不同，我是前者,安全性,0,
158,QRkdEcyW2mMIx9qC,对了。。如果你要7座的。不如直接GT顶配。。有ACC还是会安全很多。。看测试可以直接刹停车的，对了。。森林人没有7座，这也是加分的。。比如多带2个小朋友之类的,安全性,0,
159,qtahyRTBAvMFDZpY,防爆胎只是俗称，缺气保用轮胎并不防爆，条件合适一样爆。不过胎侧厚点确实要安全点,安全性,0,
160,PFIy1Q7u3kN9qWhV,觉得不舒服可以别买森林人呀，反对非法改装，原厂的座椅都是经过厂家反复测试的，安全都保障，这种外面路边店的货，除了骗钱还能怎样？一旦出了车祸，小命都不保！    ,配置,0,
162,I1lbmFQTYCZxNJ5D,全时四驱不仅体现在雨雪恶劣天气下的路况通过表现，同时也是日常驾驶良好的抓地力等主动安全的保证，底盘表现秒杀同价位其他车系品牌说得一点也不为过。真心希望关注喜欢它的人多多去4s店去试驾一番，它的确名符其实。    ,安全性,0,
164,K3FJRZVdz52OrwmI,我经常上三千转 高速除了紧急情况很少上两千五，市区没办法，想保持安全距离就老要被加塞，只有开的冲点 这个6.0的油耗是因为那天高速车比较多，时速在80到100之间，所以油耗才那么低，之前120的时速油耗大海在7到8之间吧    ,油耗,0,
165,kK7A30TWjvUIhGfn,16款的灯都不给力，那估计得上激光大灯了 左低右高处于安全行车考虑的,安全性,0,
166,l5LkJnA8HUPtOBFi,车子是自己开的，啥车都有小毛病，但安全性最重要，可以自己百度一下“3.15调查 某特断轴致两死”,安全性,0,
167,GKYWa2qf6IBRzPb3,不过出行还是慢慢开安全第一，现在想起来在过一个隧道的时候，注意力不太集中，前面有个大车在隧道里居然没有尾灯，差点追尾,安全性,0,
168,lC2v7PtMHm9i6LWr,新手的话建议途观，行车安全辅助多些，不是新手试驾后就有结论了,安全性,0,
169,imbX25NKYqQn9Cjy,我只能这样说用了7个月，感觉森的操控还是非常棒的比我以前的卡罗拉要好很多，缺点就是很多配置内饰比较挫，刹车嘎吱嘎吱的，很多东西要自己慢慢习惯就是。看你银子多少，银子多就上傲虎吧，银子少就上森。傲虎体面点内饰。   ,安全性,0,
171,OHvPNBLl5K7CrGq1,停下车的时候，刹车不要重踩，就不会启动启停，轻轻带着刹车就不会启动启停，反之。,安全性,0,
172,IjoZ6Pn4pOhUGgSK,哥们儿的12款森林人2.5车9.7万公里了，走南闯北，青藏进川臧出，什么毛病都没，上个星期才换的刹车片，除了雨刮，我就在七万公里换了一次轮胎。,安全性,0,
173,IMcGDXgKUHeQsaZr,看看刹车油是否需要更换,安全性,0,
176,kgMeaAGu421DQOt9,1、噪音，可以考虑做个全车隔音，效果很不错。2、刹车软，我也觉得，所以我换了好点的刹车皮，效果杠杠的，至于品牌，很多不错的，我选了dixcel。3、至于行车下锁，自动升窗，一健升窗等功能，在x宝上面大把这种控件，并且是无损安装，还有多合一的，找个信誉销量好的店家，最好是本地的，直接去它店面安装。,舒适性,0,
177,RIY2DbnfwQWm7Sgd,我就是拉开车距经常被人插队啊，这车油门有点串，刹车有点肉，车多时适合被插     ,安全性,0,
178,RIY2DbnfwQWm7Sgd,我就是拉开车距经常被人插队啊，这车油门有点串，刹车有点肉，车多时适合被插     ,动力,0,
179,1G5Qf3uR7r690wWO,为了舒适性，森林人刹车都是前段软，再往下踩就有劲了    ,安全性,0,
180,XcGkDUKrPmWy762t,紧急刹车最好是点刹，就是用力踩下去，抬起来，再踩下去，再抬起来。,安全性,0,
184,WrlhQdzH8ZGM5pu3,谢谢你的回复，第一个森友，今天换上了原厂的，打开一看，之前原厂的拆下来也只有2-3MM，估计撑个5000公里左右，还是要继续换啊。基本可以说我一付原厂刹车片就搞3万公里，日本进口DIXCEL只搞了2.7万公里。   ,安全性,0,
185,pQCYgyZwxLIOTb92,冰路 切记！不要踩刹车！   ,安全性,0,
186,EKVzut6NQ3LCfvOp,恩，对的，冰雪路面尤其是速度快的时候不要踩刹车，下山的时候速度快了点，前面的一个车子突然速度慢下来，我本能的深踩刹车，就听到车子发出咕咕咕的声音，刹车断断续续，旁边的老司机说我把abs踩出来了     ,安全性,0,
187,4jktL3QVNsAgUK5I,刹车油不用看公里，两年一换没问题，清理不用做,安全性,0,
188,QhzwI82BLGJpHZiV,刹车片尽量早换，否则磨坏了刹车盘就麻烦了。    ,安全性,0,
189,3ZUbWTApnl5MLGgO,没用s啊，1500是没怎么发力，但比起并排等红灯的其他车，1500已经感觉一下就抽出去了，估计其他车都是松开刹车等怠速上来了再轻轻踩油门     ,动力,0,
190,6UswlISmB28gqMGp,我的刹车盘2万多就要换了，一圈磨出棱子了，换片跑几天又开始响,安全性,0,
193,Bdftvy8lXzF4TkbC,如果提速是楼主最关心的问题 建议还是2.0t AT吧 2.5 CVT组合还是舒适操控为主,操控,0,
197,ziqTa4OIGmtCrW5y,XT买的是情怀了，这个价钱可以买到打8折的Q5了。不要我是真的爱XT。它的操控，它的动力，高速公路上220一点压力都没有    ,操控,0,
199,x2DXClJz8iPS3qOU,见议要豪华就别考虑买森了。要操控性、安全性、通过性以及偶尔狂野一下，30W区间的进口四驱SUV还有谁     ,操控,0,
200,gYtOp2TmJAdIB354,蝎子胎应该是主打运动操控吧，一个舒适，一个运动，看你自己的需求了，我也是小白，刚好前段时间换轮胎研究了一下    ,操控,0,
201,FsOyKTvuJ1QM0lSx,开惯森林人的操控性，为啥会选奥迪。。。操控性不是该选宝马M4之类的嘛？豪华大气上奔驰E啊。。有点不懂   ,操控,0,
202,PD3pTkBLX9Cc1ImF,斯巴鲁操控的车，轮胎弄这么厚，影响操控！有一个225 60 17 米胖子的，为新gl8配的，我用的还不错，你要不？转给你？我换完还是喜欢235 45 17的p7,操控,0,
204,sVHFgE2m3ardKkMN,你换的什么轮胎啊？影响操控性能吗。。听说米其林的轮胎安逸，我这个跑了2000的轮胎出手不知道卖的出去不，原厂的   ,操控,0,
206,49rtaenySHxZhMwV,我家一辆 cx5 ， 一辆刚买的森林人，在舒适性上差不多，操控也差不多，主要看你想干嘛了，cx5不是全时四驱我掉雪坑里是推出来的。。。你要是钱够就上2.5的cx5，我觉得2.0的森林人是够用，但是今天超车人家奥迪q5没惯着我，看我要提速，一脚就抢我前面去了！,操控,0,
207,JW1zSrG9XR7o2wUc,今天试驾，员工也是65的速度过小弯，是不是斯巴鲁的老总都是这么要求的，让人体验这种操控，呵呵，但是这时候车子响胎了，我问他，他说适时四驱的车连响胎的机会都没有就推头了。不管怎么说这种极限操控体现了全时四驱的意义所在    ,操控,0,
209,JZnc98HlVfsGIzx6,喜欢冠道的内饰，操控性能我没试驾过冠道，但是我个人觉得同价位的操控估计小森更舒服。,操控,0,
210,aCiKvPIodcXAx13s,我问斯巴鲁4s店导购告诉我说业内共识是电子全时四驱的不被认可的，是假四驱！    ,操控,0,
211,DLuv9ThOKnSxpryE,不差钱，加价就途观，要四驱性能，森林人！这么简单的问题,操控,0,
212,LivP1KuGDgQVpnU6,差钱买欧蓝德，不差钱买森林人，在乎四驱性能，咬咬牙买森林人！,操控,0,
213,mEsTUC87xaPJHS9o,我也觉得，试驾下就知道了！欧蓝德记得不要用四驱eco。    ,操控,0,
214,P9ptYehLJiEr3z1D,科雷傲四驱很差，不用考虑了。皮实耐用肯定欧兰德或RAV4 现在的可靠性都不用担心   ,操控,0,
216,fesaARGNJQgn8L0l,必须四驱，买手动的就是情怀    ,操控,0,
218,jsvOilGJCR0K92uw,你这么精准的数据是从哪来的？13款以前的20%？13款以后8%？你怎么这么厉害！！车主们公认的是市区内开车不烧机油，时速低于100发动机低转带的时候不烧机油，时速达到120公里或者载重爬坡的时候烧机油严重，令人难以接受，说明森林人的发动机设计的有问题！！到你这儿怎么就不一样了呢？   ,动力,0,
219,UcIOCWa6zM3uKdpj,没准给我的报价算上保养换机油和机滤的钱了    ,动力,0,
222,CquUB8ZywzWe2jDx,肯定还烧，但愿到两年后烧机油的车友多了触发召回，那就爽了……    ,动力,0,
223,KGh28TPxnEdCc5y1,不知道现款的POLO如何，我原来的老车就是POLO 07款，目前还在用，主要是限号时换着用下。 同样也是换过减震后备箱液压撑杆，每年一次正常保养换机油即可 POLO 1.4 唯一问题就是动力弱了点，低速噪音大。 其他没什么问题。,动力,0,
224,CTp1rBDsXxthPy97,我之前都是一万一换，每次节气门都脏的一塌糊涂，机油也乌黑发亮。 现在感觉国内的空气和油品，最好6000~7000一保养比较保险。有问题也能及时发现。,动力,0,
225,WVeUdxirZmvSEbGy,我们城市还没有一辆烧机油的森林人，算不算运气好     ,动力,0,运气好
230,1TEDshcBq8y2pwbL,1.加92或95都可，没啥区别。 2.拉开点车距，慢慢适应就好。 3.三包期就在4S店，白桶机油就可，出保再自由选择。,动力,0,
231,cBwmyXSZ6A3Er5Cz,2.5发动机坛子里烧机油的太多了，有点怕中招    ,动力,0,
232,upLn9YarBK3qEmDo,2.5比2.0更容易烧机油吗,动力,0,
233,NlQcbqxeEG5zp09B,我真没觉得小森烧机油，起码我的没有或者没那么明显    ,动力,0,没那么明显
234,VsSmkFZxyz3E2L8R,没必要纠结斯巴鲁烧不烧机油的，斯巴鲁有太多与众不同的特性可以去体会。我现在7500公里也就消耗0.3升机油左右，比大众好太多了，我朋友大众的走600公里高速就要加0.8升了。   ,动力,0,纠结
235,u7H6waWEIJT2GOVS,2.5我怕烧机油，打算2.0时尚了     ,动力,0,
236,AeCLs2QfB5nmrG93,我这里4S开的机油机滤5.5L，我说开4.8L，人家给我说肯定不够，给开的5L，结果5L都没加完，还是超上线了，郁闷！还开了倒轮胎，一看收费，算了，自己搞，不要钱！还开了清洗发动机，不做影响质保，我没做。要是1W公里就要清洗发动机，那机油得烂到什么程度啊！,动力,0,
237,NBhb1GrJ37yi4Kal,但愿我的16款不烧机油，我以后保证5000一保养,动力,0,
238,oZd8CEzumUBxDF93,您的排量多大，机油消耗如何。    ,动力,0,
239,nIC02WsfXqi7Yvec,2.0T就没听说谁烧机油   ,动力,0,
240,rh4M8zQ7TZBcUYK9,原因并不是变速器是否4AT，而是发动机，FB系统发动机有一部分与4AT匹配的，同样会烧机油，而老款老动机就不烧，请不要以发动机来判断，而是要关注发动机型号。   ,动力,0,
241,dioNQZrFH3atJPAO,换了FB25发动机的才会出现烧机油现象，之前老款发动机匹配4AT不烧机油的。   ,动力,0,
242,4dYHsxojPmNSipA7,我们奥迪10000换次机油，一次换5升，一升消耗掉就是你们的说的烧机油,动力,0,
243,k2X8uax9VFmIU3GA,等第5代烧机油。漏油神车出来。,动力,0,
245,QB9U2nxAZK3Osuk1,在下次保养里程到达前机油报警，肯定叫烧机油了吧    ,动力,0,
246,gRbvxH1VihsjBZ5c,车友好像说是4.8升，修车的说看机油尺加的，还有0.5升机油留着呢    ,动力,0,
250,LCu8tjYaUrPvQVMk,我感觉你的车烧机油还要严重些    ,动力,0,
251,z4gGv2liFMsQ3qYA,我个人对声音不太敏感，所以没觉得高速噪音大到无法忍受的程度，至于烧机油，我新车不太清楚，希望不烧吧    ,舒适性,0,
252,z4gGv2liFMsQ3qYA,我个人对声音不太敏感，所以没觉得高速噪音大到无法忍受的程度，至于烧机油，我新车不太清楚，希望不烧吧    ,动力,0,
253,Lq5498Ok7MejRH6K,我的就是120跟喝机油一样。以后开慢点。    ,动力,0,
256,mSPlZvADzQVos9BO,高速噪音大吗，烧机油吗？,动力,0,
257,mSPlZvADzQVos9BO,高速噪音大吗，烧机油吗？,舒适性,0,
259,aK12pCYb0xoPJT4z,请问 爆震是啥感觉，我13款2.5的 目前跑了60000公里 不烧机油。 不知道爆震是什么？,动力,0,
260,b8DZYEzBytkSnwlW,噪音可以接收，不觉得大，特意看了机油尺，不少，才5000公里再烧机油就疯了。    ,动力,0,
261,rzvSIWCD5Nfmc4ys,还是哪句话。在意烧机油就别买。不在意买买买不要去博几率。侥幸心理那你保证会遇到,动力,0,
262,RI7PTMxlwmviBzdA,机油消耗也是正常的，跟德国的车一样！不要过分消耗就可以,动力,0,
263,PTZNSCJM1zhiFc0W,没有任何问题啊，油耗也没增加，一切正常。现在在八千公里左右换机油。   ,油耗,0,没增加
264,FcJWl6Zgmfakxqbo,怎么看烧不烧机油，噪音一般    ,动力,0,
265,H4GMx5JNmXSrutVR,这个发动机吸引你的在后面，烧机油！,动力,0,
269,YZhiao5A3cjf7Vr1,烧机油吗？不烧的话不要轻易换    ,动力,0,
270,NFKXQMC7P0Yig6Ac,今天听店里人说，下降一厘米不算烧机油    ,动力,0,
271,DhPx9Xy8Yal7EmKS,现在只能观察了，看看以后还会有烧机油现象吗，    ,动力,0,
272,PnMFvULWSOwEy7KD,是广西的我就去看看你的车了，16万，虽然听说烧机油问题，但是也可以考虑了   ,动力,0,
273,sSdR3rj8wx4UyYlG,放心吧，好运会降临在你的头上。我的车2.5的都不担心烧机油，lz更没必要担心了。,动力,0,
274,LEykTj7q512XfBVh,2.5烧机油概率很大，2.0不会。请采纳点赞,动力,0,
275,unIdjriWSQ7z92aT,烧机油问题，还是没有彻底解决。,动力,0,
276,eD4fHSBZ9RGdNt3V,我之前也喜欢开S模式，论坛里后来有人说，一直开S模式会导致烧机油。搞的我不敢用S模式了   ,动力,0,
277,drPByRkQZwJCh1t8,你是森车主，它就是个事。不是森车主，就不是个事。烧你机油，就是个事。不烧你机油，就不是个事。    ,动力,0,
283,aYI78XoRDWimJ05g,虽然说fb系列设计有问题，但死马当活马医吧，多用点好油最起码烧机油的现象会晚点,动力,0,
285,JX0beVcgNj3h671d,这车性能如何？烧机油吗？,动力,0,
287,dMeXIrNVqZSnmCk7,说实话 我觉得森2.0最低配就挺好的 2.5的怕烧机油   ,动力,0,怕
293,9B3PCf8DhbdiVIRt,说说调电脑吧，一样的发动机，有兴趣,动力,0,鸡肋
296,thPerXYfWwjQEO2M,昂科威我试过，视野不如森林人，操控没有森林人轻巧，但比森林人内饰豪华，1.5T用的干式双离合不怎么好，要买昂科威就买2.0T动力的，变速箱是6速的,动力,0,
297,xZ9WRuhypKNILksJ,真羡慕，xt好像确实没有，变速箱好像不一样！     ,动力,0,好像
304,muBW6leN3XcJoTaO,我们这森林人落地30 汉兰达四驱豪华33 我在考虑是坚持户外远行 还是向家用空间舒适妥协    ,空间,0,
311,ZTo8W0mwjk14cQhs,不在乎后排空间就选马5,空间,0,
313,mLeJ81faHhXl4Z5o,嗯，动力强，费用低，海量改件，油耗能接受，空间过得去，没合适的更换，准备开到报废了,空间,0,
314,1C4GM65eSjluY2RU,我也想买个150呢，但是马上有孩子了，后备箱可能不能放婴儿车吧？   ,空间,0,
315,uj6Nbtmlv3Ui1sXI,应该不是，我刚才看了一下，应该是后备箱板子之间产生的摩擦声，备胎周围的泡沫也有摩擦声。    ,空间,0,
316,T6zGEF3WawQMR72e,应该是后备箱锁扣响！拿个胶带缠一下就好了！,空间,0,
317,4yspQTtwZVvUnx3q,家用代步2.0足够了，我的2.0新车300多公里的时候就跑过高速了，5成年人，后备箱塞满后视镜看不到车后面，还是冬天，高速一样跑，但如果你需求的是速度，那就2.5或者XT吧，2.0不适合激烈驾驶，上山什么的都没问题！,空间,0,
318,TwMUEeJhyiv1LXg4,后备箱反应是有点慢，但打还是打的开,空间,0,
319,bhH51z0okFDUvlX4,是说，我比较在意外观的    ,外观,0,在意
321,8n5orE7FSVIJZckG,我擦，展车都是寒冰银！我们这这个颜色要等半月，而且只有高配车型才有！,外观,0,
322,g5BeCL9cy1jmf3PE,白色，4S店库房只有白、黑、红三个颜色，主要是白色，其实我喜欢耀目寒冰银色。    ,外观,0,
323,kd3IeujPNTqviW6A,森林人的白本来就是有点黄，和奥迪那个白不一样的颜色,外观,0,
324,m7ybEchFsJQDkUwM,2.0到高海拔爬坡时换成手动模式1档拖一下，在变回自动挡，就可以快速提速了，,操控,0,换
