,content_id,content,subject,sentiment_value,sentiment_word
396,lvIFoZsVm34a1L0W,买了2.0 森 笑 2.5 森烧机油的 都是 属于那种50步笑百步的人。根本原因 不在排量上 而是发动机生产线上。,动力,-1,烧机油
402,TuEkX2zw3hafMeKC,亦庄最tm坑了…还不如五方桥！咱俩选车路线差不多…我身高195 xc60和Q5 调整完后排几乎是废的！xt5那车空间不错    ,空间,-1,小
403,XwUbcRi1PmpKLI7V,先补补课…傲虎力狮 2t是中国独有 为了取代老款3.6…森xt是全球车！论坛搜美版xt提车作业…除了日版xt 是高功率 其他国家动力都差不多 只是配置变了…es 这玩意其他国家装了N年了…本应是标配的东西…到国内减配!    ,配置,-1,国内减配
405,HnY7CVMuO6yfSqXP,行程长刹不住、软，可适当调整一下刹车踏板的行车，定会改善。,安全性,-1,刹不住、软
412,jfHPrJp7RNlsUu93,我当时提车的时候临牌，保险什么都上好了，结果空调有问题打不开，后来说里面有个什么线没插，车子完全没问题，但我死活不要，后来还是重新给我换了一台,舒适性,-1,有问题打不开
413,KzWVr5TSpL6seIv0,冷车发动的时间发动机噪音大一点，车一热就好了，还有你换的机油有关系，一定要用0W20的SN级别的机油。如果热车发动机有抖动，可能与你加的乙醇汽油有关系。,舒适性,-1,噪音
418,HAYKtPGnj6kIi1Wr,什么毛病都没有，除了烧机油   ,动力,-1,烧机油
423,GxIrC24ebuNozlYU,开过几个车，森是最费油的,油耗,-1,费油
427,MR1dzJ5TrIYl0ZGB,唉，这个破车，BYD就是开烂了，也没听说有开焊的，成笑话了，我的也响！ 弄个破胶布，垫一下电线，折腾的我来回开了接近200公里，焊缝开焊，上路乱响，4S连个屁都不放,舒适性,-1,乱响
428,lR5byEJYQw83r1sI,人人网，个人的，您感觉这个车靠谱不？不是说事故之类，是烧机油，质量什么的    ,动力,-1,烧机油
430,Fy9OLtWxUTQH1JVY,记得新车比2.0豪华便宜2万，少了5个气囊，X-mode，隐私玻璃，天窗，皮座椅。还是选个豪华以上的吧，二手车差价肯定少多了。,安全性,-1,少了5个气囊
441,A8ovh9NesIHgBZak,无论加什么机油都烧的。,动力,-1,烧机油
449,UjLf72QbJiYnDSae,15款的豪华悦享版装哈曼卡顿音响,舒适性,-1,卡顿
462,RBY1ZdAMDI6oqa0j,轮胎只是接触摩擦力，这个森林人的问题是制动力矩小，偷工减料造成的，国产的CRV轻松39米多刹住，这个破车接近42米，这几米能出多少事啊，知道吧？   ,安全性,-1,
471,TGqmYgtkXRI3l2rN,异响，盆友有个13款傲虎，烧机油很厉害。我也很担心啊     ,动力,-1,烧机油
472,TGqmYgtkXRI3l2rN,异响，盆友有个13款傲虎，烧机油很厉害。我也很担心啊     ,舒适性,-1,异响
476,LH6i3Y5pIDnVB8rR,有，异响。。。 哪哪都在响。。。。中控 、D柱、座椅、妈的现在感觉轴承也在响 还没求证,舒适性,-1,异响
494,wht4boeR12kSFMpU,来个中肯的吧，小保养668烧机油说是改进了我也不清楚，16款说改进了，我是16款的25目前17045(刚加油测油耗记得请 )目前油耗8.0，小问题是变速箱低速偶尔有顿挫，目前为止发现3次……，跑不平的路异响眼镜盒！！！主驾驶开窗后颠簸异响，开过老哥的科帕奇后更喜欢小森了,动力,-1,偶尔有顿挫
495,wht4boeR12kSFMpU,来个中肯的吧，小保养668烧机油说是改进了我也不清楚，16款说改进了，我是16款的25目前17045(刚加油测油耗记得请 )目前油耗8.0，小问题是变速箱低速偶尔有顿挫，目前为止发现3次……，跑不平的路异响眼镜盒！！！主驾驶开窗后颠簸异响，开过老哥的科帕奇后更喜欢小森了,舒适性,-1,异响
502,G5JgxzK1rqLROswT,几代森林人里，论外观12款的最好，现款空间变大、风阻改善，但不好看。,外观,-1,不好看
513,VstDBXSr6wAQl4cz,小五就是后排挤，其它还好。,空间,-1,后排挤
514,Vzp1fG6RBdav9iHE,有点烧机油，将就开每次开车前加点机油，实在坚持不了，换个发动机一万元左右。,动力,-1,有点烧机油
516,8M3Xt1ubNUdvQsF7,我去，最近补充机油后，500km消耗了1cm，有点受不了了。,动力,-1,有点受不了
521,flC7ycsVzQL0gAMw,我的没有故障码，现在就是油耗高，今天我换了汽油滤蕊，车子怠速抖动小了，启动时着火也快了一点，明天我准备把节气门，喷油嘴，火花塞拆下来看看，这些小保养也都自己搞，反正有空闲，                        ,油耗,-1,高
528,WUuAx2RBhH67igYS,有遇到你  上次也是烧机油      ,动力,-1,烧机油
541,3uFiTMxqmWyB9zZD,对不起，森林人的空调也不咋地，所以我夏天基本都开奥拓。同事经常座我车上下班，开森林人时，总让我空调开大点开奥拓就不一样了，“老叶，把空调关小点，有点冷”   ,舒适性,-1,不咋地
542,fdwgimP7ptqIVNn1,这个我不太懂 反正我下载无损版插u盘听歌机头就卡u盘发热 有人换个铁皮u盘会好一点 但是我觉得音响质量很差 有人说是鸡头的不太好 喇叭还可以 你觉得是直接换机头好还是换喇叭    ,舒适性,-1,质量很差
544,eF51QLyui3lwadxv,纯粹是因为外观我觉得不好看。。。可能是看习惯了原车的山寨。。。   ,外观,-1,不好看
556,U42bIXLWvnaFGMpm,我不只这样，我过颠簸路面中控都有当当当当的响，头疼。看照片楼主是90后啊，酷,舒适性,-1,异响
561,Ofhy02PC8QV6Rjoq,Crv吧！森林人感觉动力不够,动力,-1,不够
586,bARdcQm3kviJE0he,其实斯巴鲁的中控主机不差，当然不差钱，换了肯定更好。斯巴鲁的噪音太大，不做隔音简直没法听。   ,舒适性,-1,噪音
589,TELYBbyl30wcZAu6,我也是这样，瘦小的人坐在森的座椅上毫无包裹感，我开一个小时以上就腰疼，所以我买个一个记忆腰靠,舒适性,-1,腰疼
591,c8Akgd3opiwUVmOe,在10000公里已经换过空滤。空调滤话，仅换机油，机滤即可，如果新车至今没有换过空气滤和空调滤，可以考虑购货自己换，注意不听4儿子店忽悠要清洗啥啥啥的。。至于异响让技师检查咯。。。,动力,-1,异响
592,TSjq6U2AKyE9PscB,品质全靠人品，怪不得那么多车烧机油有异响    ,动力,-1,烧机油
593,TSjq6U2AKyE9PscB,品质全靠人品，怪不得那么多车烧机油有异响    ,舒适性,-1,异响
604,9AymgKzD5lqpcsQ1,xv空间不行，后排中央地台鼓包太高了。,空间,-1,不行
605,3qc8BHaXmeAogx51,还有四个车门开到路不好的地方咯吱咯吱响，天窗也漏水一次,舒适性,-1,异响
607,EvQFhgPRUtIjN36C,我的想法和你说的差不多，就看咱们有些部门的力度了，主要是那帮老爷不干实事啊！像前几年丰田刹车门事件，美国什么态度，在看看咱们，心寒啊！    ,安全性,-1,心寒
609,7NaeBgAoq62iRKPD,我的也有，不过是在车门玻璃半开的情况下才会响    ,舒适性,-1,异响
616,Vsj0O3T8Kao5kw6J,开空调了。泵一动，就抖。尿震得感觉,舒适性,-1,抖
621,JW214Rs0PcoxgNLf,多说一句，给其他关心森林人的朋友参考。我是整3年，6万出头，2.5顶配，从差不多4万开始有机油消耗，差不多5000公里0.5升左右，只要夏天跑高速多，必烧。试了5w30安索签名，一样烧。决定换回0w20了。都是4s保养，按说明书来的。6万公里里面，大概40是高速。,动力,-1,烧
622,Ffn4YKoPprvdLgBq,刹车就是有问题，刹不住。,安全性,-1,刹不住
629,Ddq5i8WUb2x1weoF,我的这个位置不一样但是差别不大。但是有其他地方偏差大的。开过不少车，我发现车子这种大件不能用工艺品的眼光去审视。豪华品牌之所以豪华就是这种细节做的漂亮，价格也漂亮。 森林人还是属于破破的那类车，我只是觉得开起来爽所以超喜欢，其他好像都破破烂烂的,内饰,-1,破破烂烂的
631,lf9hQWOmDcKXYwjC,基本上2014前以前的CVT车型都烧机油，可以索赔发动机中缸吧，好像是，我觉得你别收森林人了，添点钱买个新的低配的CX5 或者奇骏，不错的选择，森林人行驶质感一般，坐上悬挂硬不舒服，尤其是后减震，路噪大，内饰有点糙，中控有部分异响，后座位内饰板容易开裂，CVT 变速箱有啸叫。开了3年的森林人老司机坦诚告诉你。,动力,-1,烧机油
632,lf9hQWOmDcKXYwjC,基本上2014前以前的CVT车型都烧机油，可以索赔发动机中缸吧，好像是，我觉得你别收森林人了，添点钱买个新的低配的CX5 或者奇骏，不错的选择，森林人行驶质感一般，坐上悬挂硬不舒服，尤其是后减震，路噪大，内饰有点糙，中控有部分异响，后座位内饰板容易开裂，CVT 变速箱有啸叫。开了3年的森林人老司机坦诚告诉你。,舒适性,-1,不舒服、异响
633,lf9hQWOmDcKXYwjC,基本上2014前以前的CVT车型都烧机油，可以索赔发动机中缸吧，好像是，我觉得你别收森林人了，添点钱买个新的低配的CX5 或者奇骏，不错的选择，森林人行驶质感一般，坐上悬挂硬不舒服，尤其是后减震，路噪大，内饰有点糙，中控有部分异响，后座位内饰板容易开裂，CVT 变速箱有啸叫。开了3年的森林人老司机坦诚告诉你。,内饰,-1,有点糙
639,unFZTR1ydk4i7gxO,刹车软，刹车行程距离长，我今天也差点追尾，但后面把我给追了！,安全性,-1,刹车软，刹车行程距离长
640,jISovi5Xg3y07fmL,xv也烧机油，我跑15万，真的烧机油，我基本高速,动力,-1,烧机油
644,lAiwRTkVWarQts83,我的快21万了，不烧机油，就是间隙大，气门声音大    ,舒适性,-1,气门声音大    
648,Gl0SufaDmckIQRNH,并不是。完全看买车时的运气。2013~2014批次的2.5烧机油几率比2.0大。   ,动力,-1,烧机油
649,E1tiyn7c9grqVYkP,按照我的理解，保养之后一万公里才亮机油灯算正常。其他的都算烧机油了…… 我开车可不温柔，现在都是7000一保。   ,动力,-1,烧机油
657,egPnXyk1HOtQR20v,这口头禅不错 我的看法是5000公里内亮灯就是烧机油。    ,动力,-1,烧机油
658,JZRvQa7knjPSduli,烧是早晚的事儿，没到时候，2008年的2.0到十几万也烧。斯巴鲁中国照比同类车型销量小多了，说明烧机油比例很高了。   ,动力,-1,烧机油
660,zepWj9IQkObtm86c,空间倒无所谓大多数都是我一个人，我对空间没什么要求。没有全景天窗很可惜，xv有种不上不下的感觉。外观我觉得很一般。屁股很不喜欢，可能是因为短……    ,配置,-1,没有全景天窗很可惜
661,zepWj9IQkObtm86c,空间倒无所谓大多数都是我一个人，我对空间没什么要求。没有全景天窗很可惜，xv有种不上不下的感觉。外观我觉得很一般。屁股很不喜欢，可能是因为短……    ,外观,-1,屁股很不喜欢
663,itXW0wAa75pvyJVY,我也在纠结是不是要提18款顶配。很是喜欢运动版的前脸和es……就是真的太贵了。原想27万不算牌照上路的。选顶配得多个五六万……,价格,-1,太贵了
666,HSfQv6aJcRZegLbW,别想了。不可能的。烧机油斯巴鲁老毛病,动力,-1,烧机油
675,Eh0zgaM5kf2IJsCi,保养贵，配件贵，小毛病多，还有烧机油风险··   ,价格,-1,贵
676,Eh0zgaM5kf2IJsCi,保养贵，配件贵，小毛病多，还有烧机油风险··   ,动力,-1,烧机油
682,fPKRyXTQ8oALn4Vt,有三十多的预算，可以上豪车中低配了，森林人的档次真的不行。现在行程安全系统也就沃尔沃和鹰眼还行，要上看上鹰眼，可以考虑高配xv，但是这个车的后备箱真的太小了（作为代步车可以），所以我直接pass了。   ,配置,-1,不行
685,HytrRZCSNVaxPo91,13款10月的2.5，除了半轴异响还没有发现之外，其他的和你一样，烧机油是8万开始的，3000公里1升，爆震1万公里就开始了，震到现在，各种能试的方法都试了，现在已经放弃了，4S店要给免费换中缸，还没想好换不换，就怕换了有别的问题，不然就等发动机报废了换车了，座椅不是真皮的，是革的，也裂了，都一样。,动力,-1,烧机油
686,HytrRZCSNVaxPo91,13款10月的2.5，除了半轴异响还没有发现之外，其他的和你一样，烧机油是8万开始的，3000公里1升，爆震1万公里就开始了，震到现在，各种能试的方法都试了，现在已经放弃了，4S店要给免费换中缸，还没想好换不换，就怕换了有别的问题，不然就等发动机报废了换车了，座椅不是真皮的，是革的，也裂了，都一样。,舒适性,-1,震
695,qIr1bC2mt7RNucin,我也觉得刹车不给力，可能和轮胎窄也有关系,安全性,-1,不给力
718,Nu2SZbd18HsLOQPF,GT30就免了吧！那噪音不小啊！且衰减快，3000左右吧！动力方面还不错，我用过两次！之后想都没有想过“她”了     ,舒适性,-1,噪音
726,U1G7B58jHK6ndQbz,我16款也响车速超过50码时，今天去了4s店试车，他说发动机声音隔声问题我呐闷,舒适性,-1,响
735,0lDBayUmhc7L2XGx,应该客观的评论水平对置发动机，虽然具有以上优点，但由于它的特殊结构，水平工作活塞，烧机油的概率比其他要高。,动力,-1,烧机油
738,9ZkgSWRObXteGH7j,那个肯定不是发动机的声音 4s店老忽悠人 你的是不是没有规律的响？    ,舒适性,-1,响
746,IJUlvgDkt0bR4i5A,果断CRV，森林人你想太多了，就是个买菜车，操控就那么回事，比不上大多数轿车。东北四驱没有雪地轮胎好使。后期烧机油，保养，维修，二手贬值，麻烦一堆。另外，斯巴鲁4儿子就是个坑。,操控,-1,就那么回事
